元年（公元前）,师訇簋,逆钟,元年师(方[𠂉史])簋,师虎簋,舀鼎（曶鼎）,伯吕盨,师([甘水]页)簋,裘卫盉,师遽簋盖,颂鼎/颂簋/颂壶/颂壶盖,达盨盖,(疒兴)盨,师酉盘,兮甲盘,五年师(方[𠂉史])簋,九年卫鼎,太师虘簋,走簋,大簋盖,十五年大鼎,趞曹鼎,伯克壶,士山盘,此鼎/此簋,(走马)鼎,走马休盘,庚嬴鼎,典簋,(彔见)簋,小盂鼎,伊簋,廿七年卫簋,(虎斤)簋,㝨鼎/㝨盘,吴盉,晋侯稣钟1,晋侯稣钟2,伯（窥）父盨,晋侯稣钟3,鲜簋,四十二年佐鼎,四十三年佐鼎
1062,错月:0/0,,建正:0,失闰:0/*,,建正:0,建正:0,错月:0/0,,,错月:0/0,错月:0/0,,,建正:0,,建正:0,建正:0,,建正:0,建正:0,,建正:0,,,建正:0,,建正:0,,,,,,错月:0/0,,,,,,错月:0/0,建正:0,
1061,错月:0/0,,,,,建正:0,建正:0,建正:0,建正:0,,,,,,错月:0/0,,建正:0,建正:0,,建正:0,建正:0,,失闰:0/*,,,建正:0,,,,,错月:0/0,建正:0,错月:0/0,失闰:0/*,建正:0,,,建正:+1,,,建正:0,
1060,错月:0/0,,,,超闰:*/0,,建正:0,,建正:0,,,,超闰:*/0,,失闰:0/*,,,失闰:0/*,,,错月:0/0,建正:0,,建正:0,,失闰:0/*,建正:0,,,,错月:0/0,建正:0,错月:0/0,,建正:0,建正:0,建正:0,,,,,
1059,,错月:0/0,,建正:0,建正:0,,,,,错月:0/+1,,,错月:0/0,,,,,,建正:0,,,建正:0,,错月:0/0,建正:0,,建正:0,建正:0,建正:0,建正:0,建正:0,建正:0,,,建正:0,错月:0/0,错月:0/0,,,超闰:*/0,,建正:0
1058,,错月:0/0,建正:0,建正:0,建正:0,建正:0,,建正:0,,,建正:0,错月:0/0,错月:0/0,失闰:+1/*,,,建正:0,,建正:0,,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,建正:0,错月:0/0,错月:0/0,建正:0,,,,错月:0/0,,错月:0/0,错月:0/0,,,错月:0/0,建正:0,错月:0/0
1057,,建正:0,错月:0/0,,,错月:0/0,错月:0/0,建正:0,,,建正:0,建正:0,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,,,错月:0/0,,,建正:0,,错月:0/0,,超闰:*/0,,,,错月:0/0,,,,,,建正:0,错月:0/0,
1056,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,失闰:0/*,,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,,,错月:0/0,,,,,错月:0/0,,建正:0,建正:0,错月:0/0,,,错月:-1/0,,,错月:0/0,
1055,建正:0,,,,,,错月:0/0,,错月:0/0,,,,,,建正:0,建正:+1,,建正:0,,错月:0/0,错月:0/0,错月:0/0,,,,失闰:0/*,错月:0/0,,,,建正:0,错月:0/0,建正:0,,错月:0/0,超闰:*/0,超闰:*/0,,,,,
1054,,建正:0,,错月:0/0,错月:0/0,,,,失闰:0/*,,,,建正:0,,,,,,错月:0/0,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,错月:0/0,建正:0,建正:0,错月:0/0,失闰:0/*,,错月:0/0,错月:0/0,错月:0/0,,,,,错月:0/0
1053,,建正:0,错月:0/0,错月:0/0,错月:0/0,超闰:*/0,,错月:0/0,,,错月:0/0,建正:0,建正:0,失闰:0/*,,,超闰:*/0,,错月:0/0,,,错月:0/0,错月:0/0,建正:0,建正:0,,超闰:*/0,错月:0/0,错月:0/0,错月:0/0,,,,建正:0,,建正:0,建正:0,,错月:0/+1,建正:0,错月:0/0,错月:0/0
1052,,建正:0,错月:0/0,失闰:0/*,失闰:0/*,错月:0/0,,错月:0/0,,,错月:0/0,建正:0,建正:0,,建正:0,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,,建正:0,,超闰:*/0,错月:0/0,,建正:0,失闰:0/*,建正:0,,,,建正:0,,,,,,建正:0,错月:0/0,
1051,错月:0/0,,建正:0,,,建正:0,建正:0,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,,建正:0,,建正:0,建正:0,,建正:0,建正:0,,建正:0,,,建正:0,,,,,建正:0,,错月:0/0,错月:0/0,错月:0/0,,,超闰:*/-1,,建正:0,建正:0,
1050,错月:0/0,,,,,,建正:0,,建正:0,,,,,,错月:0/0,失闰:+1/*,,超闰:*/0,,建正:0,建正:0,,,,,建正:0,建正:0,,,,错月:0/0,建正:0,错月:0/0,,建正:0,,,,,,,
1049,建正:0,建正:0,,错月:0/0,错月:0/0,,失闰:0/*,,建正:0,,,,错月:0/0,,,,,,错月:0/0,,,建正:0,,建正:0,建正:0,,建正:0,建正:0,建正:0,错月:0/0,错月:0/0,建正:0,错月:0/0,,建正:0,建正:0,建正:0,,,,,建正:0
1048,,错月:0/0,建正:0,建正:0,建正:0,,,建正:0,,,建正:0,错月:0/0,错月:0/0,建正:0,,,,,建正:0,,,建正:0,建正:0,错月:0/0,建正:0,,错月:0/0,建正:0,建正:0,建正:0,,建正:0,,超闰:*/0,,错月:0/0,错月:0/0,,建正:0,错月:0/0,建正:0,建正:0
1047,,错月:0/0,建正:0,建正:0,超闰:*/0,建正:0,,建正:0,,,建正:0,错月:0/0,错月:0/0,,错月:0/0,,建正:0,建正:0,建正:0,建正:0,,,错月:0/0,失闰:0/*,失闰:0/*,建正:0,,错月:0/0,失闰:0/*,建正:0,,,,错月:0/0,,失闰:0/*,,,,错月:0/0,建正:0,失闰:0/*
1046,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,建正:0,建正:0,,建正:0,建正:0,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,,,错月:0/0,,,,,错月:0/0,,错月:0/0,错月:0/0,,,,,,超闰:*/0,错月:0/0,
1045,建正:0,,,,,,错月:0/0,,错月:0/0,,,,,,错月:0/0,建正:-1,,错月:0/0,,错月:0/0,错月:0/0,,,,,错月:0/0,错月:0/0,,,,错月:0/0,建正:0,建正:0,,错月:0/0,,,,,,,
1044,超闰:*/0,超闰:*/0,,建正:0,建正:0,,建正:0,,错月:0/0,,,,错月:0/0,,,,,,建正:0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,,错月:0/0,建正:0,建正:0,错月:0/0,建正:0,,错月:0/0,错月:0/0,错月:0/0,,,,,错月:0/0
1043,,建正:0,错月:0/0,错月:0/0,错月:0/0,,,建正:0,,,建正:0,建正:0,建正:0,超闰:*/0,,,,,错月:0/0,,,错月:0/0,错月:0/0,建正:0,错月:0/0,,错月:0/0,错月:0/0,错月:0/0,建正:0,,失闰:0/*,,,,错月:0/0,错月:0/0,,超闰:*/-1,建正:0,超闰:*/0,错月:0/0
1042,,建正:0,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,错月:0/0,,,错月:0/0,建正:0,建正:0,,错月:0/0,,错月:0/0,错月:0/0,错月:0/0,超闰:*/0,,,建正:0,建正:0,建正:0,错月:0/0,,错月:0/0,错月:0/0,错月:0/0,,,,建正:0,,建正:0,超闰:*/0,,,建正:0,错月:0/0,建正:0
1041,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,错月:0/0,建正:0,,,建正:0,,错月:0/0,错月:0/0,,建正:0,建正:0,,建正:0,,,错月:0/0,,失闰:0/*,,,,,建正:0,建正:0,,,,,,错月:0/0,建正:0,
1040,错月:0/0,,,,,建正:0,建正:0,,错月:0/0,,,,,,建正:0,错月:-1/0,超闰:*/0,建正:0,,建正:0,建正:0,,,,,建正:0,错月:0/0,,,,建正:0,错月:0/0,错月:0/0,,错月:0/0,,,,,,,
1039,失闰:0/*,,,超闰:*/0,错月:0/0,,超闰:*/0,,建正:0,,,,建正:0,,,,,,超闰:*/0,,建正:0,建正:0,,建正:0,建正:0,,建正:0,,建正:0,错月:0/0,错月:0/0,建正:0,错月:0/0,,建正:0,建正:0,建正:0,,,,,建正:0
1038,,建正:0,超闰:*/0,错月:0/0,错月:0/0,,,,,建正:+1,超闰:*/0,错月:0/0,错月:0/0,,,,,,建正:0,,,建正:0,,建正:0,建正:0,,建正:0,建正:0,建正:0,错月:0/0,,建正:0,,,,建正:0,建正:0,,,错月:0/0,,建正:0
1037,,错月:0/0,建正:0,建正:0,建正:0,建正:0,,建正:0,,,建正:0,错月:0/0,错月:0/0,,,,建正:0,建正:0,建正:0,,,建正:0,建正:0,错月:0/0,建正:0,,,建正:0,建正:0,建正:0,,,,错月:0/0,,错月:0/0,失闰:0/*,,,错月:0/0,建正:0,建正:0
1036,错月:0/0,,建正:0,,,建正:0,建正:0,建正:0,,,建正:0,错月:0/0,,,错月:0/0,,建正:0,建正:0,,建正:0,建正:0,,错月:0/0,,,建正:0,,建正:0,,,超闰:*/0,,超闰:*/0,错月:0/0,,,,,,错月:0/0,建正:0,
1035,建正:0,,,,,错月:0/0,错月:0/0,,建正:0,,,,,,错月:0/0,,建正:0,错月:0/0,,错月:0/0,错月:0/0,,,,,错月:0/0,,,,,错月:0/0,建正:0,建正:0,超闰:*/0,建正:0,,,,,,,
1034,建正:0,,,,建正:0,,错月:0/0,,错月:0/0,,,,超闰:*/0,,,,,,,,错月:0/0,建正:0,,错月:0/0,超闰:*/0,,错月:0/0,,,,建正:0,错月:0/0,建正:0,,错月:0/0,错月:0/0,错月:0/0,,,,,建正:0
1033,,错月:0/0,,建正:0,建正:0,,,,,错月:0/+1,,,错月:0/0,,,,,,建正:0,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,错月:0/0,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,,,建正:0,,错月:0/0
1032,,建正:0,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,建正:0,,,建正:0,建正:0,建正:0,,,,错月:0/0,,错月:0/0,,,错月:0/0,错月:0/0,建正:0,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,,,,建正:0,,建正:0,建正:0,,,建正:0,错月:0/0,错月:0/0
1031,建正:0,建正:0,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,,,错月:0/0,建正:0,,,建正:0,,错月:0/0,错月:0/0,,错月:0/0,超闰:*/0,,建正:0,,,错月:0/0,,建正:0,,,,,,建正:0,,,,,,建正:0,错月:0/0,
1030,建正:0,,失闰:0/*,,,错月:0/0,错月:0/0,失闰:0/*,错月:0/0,,,,,,建正:0,,错月:0/0,错月:0/0,,建正:0,建正:0,,,,,错月:0/0,,,,,建正:0,错月:0/0,建正:0,超闰:*/0,错月:0/0,,,错月:0/+1,,,,
1029,错月:0/0,,,,,,建正:0,,建正:0,,,,,,,,,失闰:0/*,,建正:0,建正:0,错月:0/0,,,,失闰:0/*,建正:0,,超闰:*/0,,建正:0,错月:0/0,错月:0/0,,建正:0,建正:0,建正:0,,,,,超闰:*/0
1028,,建正:0,,错月:0/0,错月:0/0,,,,,建正:-1,,,建正:0,,,,,,错月:0/0,,,建正:0,,建正:0,建正:0,,建正:0,建正:0,建正:0,错月:0/0,建正:0,建正:0,,,建正:0,建正:0,建正:0,,,,,建正:0
1027,,错月:0/0,建正:0,建正:0,建正:0,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,,,,建正:0,,建正:0,,,建正:0,建正:0,建正:0,建正:0,,失闰:0/*,建正:0,建正:0,错月:0/0,,,,错月:0/0,,建正:0,建正:0,,,错月:0/0,建正:0,建正:0
1026,超闰:*/0,失闰:0/*,建正:0,超闰:*/0,失闰:0/*,建正:0,建正:0,建正:0,,,建正:0,错月:0/0,失闰:0/*,,建正:0,,建正:0,建正:0,建正:0,建正:0,,,建正:0,,建正:0,建正:0,,建正:0,,失闰:0/*,,,,错月:0/0,,,,,,错月:0/0,建正:0,
1025,错月:0/0,,建正:0,,,建正:0,建正:0,建正:0,建正:0,,建正:0,错月:0/0,,,错月:0/0,,建正:0,建正:0,,建正:0,建正:0,,错月:0/0,,,建正:0,,,,,错月:0/0,,错月:0/0,错月:0/0,建正:0,,,建正:0,,建正:0,建正:0,
1024,建正:0,,,,,,错月:0/0,,建正:0,,,,,,错月:0/0,,,建正:0,,错月:0/0,错月:0/0,建正:0,,,,建正:0,建正:0,,,,错月:0/0,建正:0,建正:0,,建正:0,,建正:0,,,,,
1023,,错月:0/0,,建正:0,建正:0,,,,错月:0/0,超闰:*/0,,,错月:0/0,,,,,,建正:0,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,错月:0/0,建正:0,超闰:*/0,错月:0/0,建正:0,,错月:0/0,错月:0/0,错月:0/0,,,,,建正:0
1022,,错月:0/0,建正:0,建正:0,建正:0,,,建正:0,,,建正:0,错月:0/0,错月:0/0,错月:0/+1,,,建正:0,,建正:0,,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,失闰:0/*,错月:0/0,错月:0/0,建正:0,,,,错月:0/0,,错月:0/0,错月:0/0,,失闰:+1/*,建正:0,建正:0,错月:0/0
1021,,建正:0,错月:0/0,建正:0,,错月:0/0,超闰:*/0,建正:0,,,建正:0,建正:0,,,错月:0/0,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,,错月:0/0,,失闰:0/*,错月:0/0,,错月:0/0,建正:0,失闰:0/*,,,,建正:0,,,,,,建正:0,错月:0/0,失闰:0/*
